epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,679.288,0.23727,0.17119,0.82603,0.87929,0.75843,0.85222,0.67456,1.11565,1.16703,1.33916,0.0002575,0.0002575,0.0002575
152,713.378,0.23513,0.16996,0.82492,0.87341,0.77836,0.85706,0.66434,1.1322,1.07592,1.35166,0.00025255,0.00025255,0.00025255
153,747.515,0.2332,0.16789,0.82925,0.86729,0.7646,0.84792,0.66536,1.08834,1.11182,1.32329,0.0002476,0.0002476,0.0002476
154,781.604,0.24004,0.17213,0.82581,0.85472,0.75945,0.84628,0.66714,1.09261,1.11151,1.33944,0.00024265,0.00024265,0.00024265
155,815.676,0.22707,0.16565,0.82585,0.85993,0.77406,0.85584,0.67393,1.09662,1.0753,1.35386,0.0002377,0.0002377,0.0002377
156,849.755,0.23029,0.16558,0.82296,0.87092,0.78046,0.86258,0.67969,1.09306,1.06966,1.34987,0.00023275,0.00023275,0.00023275
157,883.903,0.22844,0.16498,0.82199,0.87985,0.76116,0.85266,0.67399,1.09951,1.12379,1.34136,0.0002278,0.0002278,0.0002278
158,917.962,0.22772,0.16396,0.82302,0.87952,0.76733,0.85467,0.67146,1.1056,1.09306,1.35051,0.00022285,0.00022285,0.00022285
159,952.018,0.22384,0.16282,0.8254,0.86633,0.77192,0.85839,0.67674,1.11432,1.11412,1.35387,0.0002179,0.0002179,0.0002179
160,986.076,0.22641,0.16348,0.82193,0.87384,0.76322,0.85586,0.6727,1.12155,1.12474,1.34726,0.00021295,0.00021295,0.00021295
161,1020.13,0.21639,0.15699,0.81656,0.87372,0.77209,0.85859,0.67705,1.08441,1.08516,1.33145,0.000208,0.000208,0.000208
162,1054.27,0.22551,0.16241,0.82497,0.87327,0.76856,0.85939,0.67823,1.07953,1.07669,1.33407,0.00020305,0.00020305,0.00020305
163,1088.42,0.21448,0.15729,0.81979,0.87075,0.76688,0.853,0.66947,1.08857,1.04072,1.34216,0.0001981,0.0001981,0.0001981
164,1122.63,0.21971,0.15987,0.82332,0.87675,0.76804,0.85631,0.67275,1.09734,1.09996,1.33945,0.00019315,0.00019315,0.00019315
165,1156.67,0.22378,0.16098,0.82233,0.87947,0.76838,0.8566,0.67217,1.10723,1.08225,1.34667,0.0001882,0.0001882,0.0001882
166,1190.67,0.21628,0.15822,0.81933,0.87849,0.77173,0.85947,0.67704,1.0853,1.06702,1.33997,0.00018325,0.00018325,0.00018325
167,1224.7,0.21617,0.15823,0.81901,0.8822,0.77193,0.86006,0.67688,1.08878,1.07643,1.33951,0.0001783,0.0001783,0.0001783
168,1258.69,0.21197,0.15457,0.81742,0.88903,0.7627,0.86097,0.67965,1.09078,1.10411,1.33348,0.00017335,0.00017335,0.00017335
169,1292.6,0.21301,0.15571,0.81945,0.88921,0.74831,0.86029,0.67707,1.11558,1.13604,1.33489,0.0001684,0.0001684,0.0001684
170,1326.81,0.21654,0.15848,0.82062,0.88575,0.75887,0.86173,0.68024,1.09913,1.09125,1.33195,0.00016345,0.00016345,0.00016345
171,1360.81,0.21074,0.15314,0.82076,0.87957,0.77327,0.86438,0.68684,1.07531,1.03862,1.32562,0.0001585,0.0001585,0.0001585
172,1394.9,0.20995,0.15383,0.81847,0.88342,0.76497,0.86581,0.68985,1.06148,1.06298,1.31037,0.00015355,0.00015355,0.00015355
173,1429.71,0.20844,0.15234,0.81816,0.88003,0.7668,0.86551,0.6854,1.07532,1.10131,1.32291,0.0001486,0.0001486,0.0001486
174,1464.03,0.20622,0.15314,0.8186,0.87799,0.76221,0.86458,0.68619,1.078,1.09276,1.32922,0.00014365,0.00014365,0.00014365
175,1498.36,0.2098,0.15395,0.81791,0.87394,0.76827,0.86286,0.683,1.08626,1.06122,1.33461,0.0001387,0.0001387,0.0001387
176,1532.8,0.20352,0.15066,0.8162,0.87508,0.76812,0.85858,0.67874,1.08073,1.06395,1.33528,0.00013375,0.00013375,0.00013375
177,1567.09,0.20558,0.15128,0.81681,0.87208,0.76709,0.8593,0.68189,1.06729,1.05455,1.33136,0.0001288,0.0001288,0.0001288
178,1601.35,0.20473,0.15141,0.82011,0.87207,0.76484,0.86144,0.68397,1.07407,1.06099,1.33092,0.00012385,0.00012385,0.00012385
179,1635.65,0.19932,0.14774,0.816,0.87815,0.75788,0.85424,0.67478,1.09622,1.1074,1.33609,0.0001189,0.0001189,0.0001189
180,1669.99,0.1931,0.14557,0.81618,0.87845,0.76613,0.85972,0.68104,1.09236,1.09297,1.33395,0.00011395,0.00011395,0.00011395
